h,w,r,g,b
52,31,199,172,145
52,32,223,198,158
52,33,211,185,148
52,34,217,193,157
52,35,234,211,177
52,36,215,195,162
52,37,171,152,122
52,38,155,138,110
52,39,170,154,128
52,40,162,146,121
52,41,165,149,124
52,42,169,153,128
52,43,173,157,132
52,44,180,162,138
52,45,193,173,148
52,46,207,187,162
52,47,217,197,172
52,48,185,163,142
52,49,154,129,107
52,50,176,150,127
52,51,221,191,165
52,52,213,183,157
52,53,189,159,133
52,54,174,148,125
52,55,155,133,112
52,56,156,137,120
52,57,159,142,126
52,58,143,124,107
52,59,128,106,83
52,60,164,133,105
52,61,216,176,141
52,62,227,179,139
52,63,217,166,123
52,64,247,205,165
52,65,208,166,126
52,66,169,127,87
52,67,205,161,122
52,68,211,168,126
52,69,225,182,140
52,70,214,170,131
52,71,166,122,83
52,72,255,219,184
52,73,197,157,122
52,74,198,159,126
52,75,223,186,157
52,76,225,191,164
52,77,188,156,131
52,78,196,166,142
52,79,207,176,155
53,0,225,191,154
53,1,226,190,154
53,2,227,189,150
53,3,227,188,145
53,4,228,187,141
53,5,230,186,139
53,6,229,185,136
53,7,229,186,135
53,8,229,185,136
53,9,230,187,142
53,10,239,200,159
53,11,231,195,159
53,12,244,211,180
53,13,223,192,164
53,14,213,185,161
53,15,204,176,155
53,16,195,179,164
53,17,197,181,166
53,18,189,171,157
53,19,211,194,178
53,20,246,227,210
53,21,204,183,164
53,22,142,120,99
53,23,90,65,43
53,24,98,72,47
53,25,206,179,152
53,26,231,201,173
53,27,213,184,154
53,28,228,197,166
53,29,231,198,165
53,30,225,192,159
53,31,227,194,161
53,32,215,182,137
53,33,211,178,133
53,34,215,184,140
53,35,226,197,155
53,36,232,204,165
53,37,224,198,161
53,38,213,189,153
53,39,207,184,150
53,40,219,196,164
53,41,215,192,160
53,42,210,187,155
53,43,207,182,151
53,44,209,183,150
53,45,213,187,154
53,46,219,190,156
53,47,222,193,159
53,48,188,166,145
53,49,146,121,99
53,50,163,135,113
53,51,213,183,157
53,52,214,182,157
53,53,186,156,130
53,54,166,140,117
53,55,151,129,108
53,56,144,125,108
53,57,149,131,117
53,58,149,132,116
53,59,136,114,93
53,60,165,135,109
53,61,220,181,148
53,62,233,188,149
53,63,236,184,144
53,64,218,176,136
53,65,239,197,157
53,66,202,160,120
53,67,236,192,153
53,68,232,189,147
53,69,214,171,129
53,70,232,188,149
53,71,239,195,156
53,72,237,194,159
53,73,218,178,143
53,74,195,156,123
53,75,214,177,148
53,76,229,195,168
53,77,175,143,118
53,78,191,161,137
53,79,211,180,159
54,0,226,192,157
54,1,226,190,154
54,2,228,190,151
54,3,228,189,146
54,4,229,188,144
54,5,229,187,139
54,6,229,185,136
54,7,231,185,135
54,8,230,184,134
54,9,227,183,136
54,10,242,199,156
54,11,235,193,153
54,12,240,200,164
54,13,226,190,158
54,14,231,196,168
54,15,220,185,157
54,16,208,186,163
54,17,207,182,160
54,18,215,191,167
54,19,218,194,170
54,20,229,203,178
54,21,216,189,162
54,22,214,187,158
54,23,168,139,109
54,24,118,87,56
54,25,159,126,93
54,26,208,174,139
54,27,223,187,151
54,28,234,198,162
54,29,241,203,166
54,30,220,182,145
54,31,213,175,136
54,32,239,201,152
54,33,218,180,133
54,34,212,175,130
54,35,227,193,148
54,36,234,201,158
54,37,217,185,144
54,38,204,172,133
54,39,202,172,134
54,40,215,185,149
54,41,212,182,146
54,42,208,178,142
54,43,206,174,136
54,44,205,171,134
54,45,208,173,135
54,46,214,179,141
54,47,220,182,145
54,48,193,168,148
54,49,158,131,110
54,50,166,138,114
54,51,200,170,144
54,52,198,166,141
54,53,174,144,118
54,54,162,136,113
54,55,159,136,118
54,56,139,120,105
54,57,134,116,102
54,58,149,132,116
54,59,150,127,109
54,60,171,141,117
54,61,209,170,139
54,62,221,175,139
54,63,241,192,152
54,64,221,179,139
54,65,221,179,139
54,66,183,141,101
54,67,215,171,132
54,68,223,180,138
54,69,213,170,128
54,70,218,174,135
54,71,233,189,150
54,72,175,132,97
54,73,196,156,121
54,74,191,152,119
54,75,227,190,161
54,76,224,190,163
54,77,168,136,111
54,78,213,183,159
54,79,195,164,143
55,0,226,192,157
55,1,226,190,154
55,2,228,190,151
55,3,228,189,148
55,4,229,188,144
55,5,229,187,139
55,6,229,185,136
55,7,231,185,135
55,8,227,181,131
55,9,224,178,129
55,10,244,197,151
55,11,235,190,148
55,12,234,190,151
55,13,228,185,150
55,14,243,200,166
55,15,228,187,155
55,16,220,191,161
55,17,227,198,168
55,18,223,194,164
55,19,228,197,166
55,20,215,185,151
55,21,210,177,144
55,22,225,191,156
55,23,224,190,153
55,24,213,178,140
55,25,213,175,138
55,26,237,198,159
55,27,221,182,141
55,28,222,180,140
55,29,232,190,148
55,30,216,174,132
55,31,243,200,158
55,32,236,192,145
55,33,234,192,144
55,34,229,186,141
55,35,224,183,139
55,36,225,186,143
55,37,227,190,148
55,38,218,183,143
55,39,207,172,134
55,40,225,189,153
55,41,227,191,155
55,42,227,189,152
55,43,221,181,145
55,44,215,176,137
55,45,217,175,137
55,46,226,182,143
55,47,234,190,151
55,48,187,162,142
55,49,172,145,124
55,50,180,150,126
55,51,196,164,139
55,52,190,158,133
55,53,175,145,119
55,54,163,135,113
55,55,151,128,110
55,56,146,127,112
55,57,122,106,91
55,58,142,124,110
55,59,155,134,115
55,60,171,143,119
55,61,191,154,125
55,62,196,152,117
55,63,228,180,140
55,64,225,183,143
55,65,209,167,127
55,66,214,172,132
55,67,250,206,167
55,68,229,186,144
55,69,210,167,125
55,70,186,142,103
55,71,182,138,99
55,72,143,100,65
55,73,195,155,120
55,74,159,120,87
55,75,206,169,140
55,76,252,218,191
55,77,194,162,137
55,78,229,199,175
55,79,211,180,159
56,0,226,190,154
56,1,227,191,155
56,2,229,191,152
56,3,230,191,150
56,4,231,190,146
56,5,231,189,141
56,6,230,186,137
56,7,231,185,135
56,8,230,184,134
56,9,230,184,134
56,10,230,184,135
56,11,230,183,139
56,12,230,183,141
56,13,228,183,144
56,14,228,182,146
56,15,228,182,146
56,16,214,180,143
56,17,217,183,146
56,18,222,188,151
56,19,227,192,154
56,20,229,194,156
56,21,230,192,153
56,22,227,189,150
56,23,226,187,146
56,24,233,191,151
56,25,232,190,148
56,26,230,187,145
56,27,227,184,141
56,28,225,180,138
56,29,222,178,133
56,30,220,176,131
56,31,219,175,130
56,32,231,184,140
56,33,237,190,146
56,34,228,183,141
56,35,224,179,138
56,36,228,184,145
56,37,222,180,142
56,38,213,173,137
56,39,220,180,145
56,40,221,181,146
56,41,217,177,142
56,42,221,178,143
56,43,228,184,149
56,44,228,182,146
56,45,223,175,137
56,46,225,177,139
56,47,233,183,146
56,48,199,172,151
56,49,165,137,116
56,50,180,150,126
56,51,211,179,154
56,52,194,160,135
56,53,159,127,102
56,54,150,122,100
56,55,147,124,106
56,56,157,138,124
56,57,146,130,117
56,58,148,130,118
56,59,160,139,122
56,60,167,139,117
56,61,178,141,114
56,62,207,164,130
56,63,241,193,155
56,64,205,163,123
56,65,190,148,108
56,66,223,181,141
56,67,219,175,136
56,68,223,180,138
56,69,207,164,122
56,70,216,172,133
56,71,176,132,93
56,72,224,181,146
56,73,178,138,103
56,74,201,162,129
56,75,215,178,149
56,76,230,196,169
56,77,158,126,101
56,78,179,149,125
56,79,217,186,165
57,0,227,191,155
57,1,227,192,154
57,2,229,191,152
57,3,229,190,149
57,4,230,189,145
57,5,230,187,142
57,6,229,187,137
57,7,229,185,136
57,8,230,184,134
57,9,230,184,135
57,10,231,183,135
57,11,231,183,137
57,12,231,182,139
57,13,231,182,141
57,14,231,182,142
57,15,231,181,144
57,16,220,183,141
57,17,223,186,144
57,18,228,189,148
57,19,231,192,151
57,20,232,193,152
57,21,234,192,150
57,22,231,189,147
57,23,231,188,146
57,24,231,188,145
57,25,231,186,144
57,26,230,185,143
57,27,230,183,139
57,28,227,180,136
57,29,225,178,134
57,30,224,177,133
57,31,224,175,132
57,32,228,179,138
57,33,233,185,145
57,34,227,179,139
57,35,221,176,137
57,36,224,180,143
57,37,220,176,141
57,38,213,170,136
57,39,218,175,143
57,40,218,175,143
57,41,220,175,144
57,42,223,178,145
57,43,223,177,143
57,44,217,168,135
57,45,212,162,127
57,46,225,173,136
57,47,242,190,153
57,48,201,174,153
57,49,167,139,117
57,50,181,149,126
57,51,212,178,153
57,52,194,160,135
57,53,162,130,105
57,54,153,125,104
57,55,149,126,108
57,56,168,150,136
57,57,154,137,127
57,58,149,133,120
57,59,157,135,121
57,60,163,135,114
57,61,174,139,111
57,62,207,164,132
57,63,242,196,160
57,64,229,187,147
57,65,196,154,114
57,66,216,174,134
57,67,218,174,135
57,68,207,164,122
57,69,225,182,140
57,70,234,190,151
57,71,169,125,86
57,72,227,184,149
57,73,179,139,104
57,74,224,185,152
57,75,218,181,152
57,76,255,229,202
57,77,202,170,145
57,78,196,166,142
57,79,198,167,146
58,0,229,191,154
58,1,228,190,153
58,2,227,189,150
58,3,227,188,145
58,4,226,188,143
58,5,227,186,140
58,6,228,186,138
58,7,229,185,136
58,8,229,185,136
58,9,231,185,136
58,10,231,184,138
58,11,232,184,138
58,12,232,183,140
58,13,232,183,142
58,14,232,183,143
58,15,232,183,143
58,16,227,186,142
58,17,229,188,144
58,18,232,191,147
58,19,234,193,149
58,20,236,193,150
58,21,235,192,149
58,22,234,191,148
58,23,234,189,147
58,24,228,183,141
58,25,229,182,140
58,26,229,182,138
58,27,228,181,137
58,28,229,180,137
58,29,228,179,136
58,30,227,178,135
58,31,227,178,135
58,32,224,176,138
58,33,228,180,142
58,34,222,177,138
58,35,219,173,137
58,36,221,177,142
58,37,217,174,140
58,38,213,170,138
58,39,216,173,141
58,40,219,176,144
58,41,217,172,141
58,42,217,170,140
58,43,217,168,136
58,44,211,161,128
58,45,210,157,123
58,46,223,169,135
58,47,241,187,151
58,48,203,175,154
58,49,170,139,118
58,50,179,147,124
58,51,207,173,148
58,52,191,157,132
58,53,164,132,109
58,54,156,128,107
58,55,150,127,111
58,56,159,141,127
58,57,144,127,117
58,58,137,120,110
58,59,143,124,109
58,60,151,124,105
58,61,166,130,104
58,62,201,160,128
58,63,240,194,160
58,64,198,156,116
58,65,238,196,156
58,66,211,169,129
58,67,192,148,109
58,68,217,174,132
58,69,239,196,154
58,70,215,171,132
58,71,217,173,134
58,72,201,158,123
58,73,225,185,150
58,74,197,158,125
58,75,191,154,125
58,76,239,205,178
58,77,210,178,153
58,78,180,150,126
58,79,217,186,165
59,0,230,191,152
59,1,229,190,151
59,2,226,187,146
59,3,224,185,142
59,4,223,185,140
59,5,226,185,139
59,6,227,186,140
59,7,229,187,139
59,8,228,186,138
59,9,229,185,138
59,10,229,185,138
59,11,231,184,140
59,12,231,184,142
59,13,232,183,142
59,14,232,183,143
59,15,232,183,143
59,16,232,189,146
59,17,233,190,147
59,18,234,191,148
59,19,235,192,149
59,20,235,192,149
59,21,235,192,149
59,22,235,190,148
59,23,235,190,148
59,24,224,179,137
59,25,226,179,137
59,26,227,180,138
59,27,227,180,138
59,28,228,179,138
59,29,229,180,139
59,30,229,180,139
59,31,229,180,139
59,32,223,178,139
59,33,224,179,140
59,34,222,178,141
59,35,220,176,141
59,36,220,177,143
59,37,217,177,142
59,38,215,174,142
59,39,216,175,143
59,40,223,180,148
59,41,212,169,137
59,42,208,163,130
59,43,214,168,134
59,44,219,171,135
59,45,221,168,134
59,46,222,170,133
59,47,229,175,139
59,48,201,173,152
59,49,167,136,115
59,50,172,140,117
59,51,197,163,138
59,52,185,149,123
59,53,165,130,108
59,54,157,129,108
59,55,148,125,109
59,56,150,132,120
59,57,138,121,111
59,58,136,119,109
59,59,146,127,113
59,60,156,129,110
59,61,170,136,111
59,62,204,163,133
59,63,241,196,163
59,64,211,169,129
59,65,219,177,137
59,66,207,165,125
59,67,216,172,133
59,68,197,154,112
59,69,240,197,155
59,70,232,188,149
59,71,209,165,126
59,72,213,170,135
59,73,218,178,143
59,74,195,156,123
59,75,180,143,114
59,76,248,214,187
59,77,195,163,138
59,78,227,197,173
59,79,210,179,158
60,0,231,192,151
60,1,228,189,148
60,2,224,185,144
60,3,221,182,139
60,4,220,182,137
60,5,222,184,139
60,6,226,185,139
60,7,228,187,141
60,8,227,186,140
60,9,228,185,140
60,10,228,185,140
60,11,229,184,142
60,12,231,184,142
60,13,231,183,143
60,14,231,183,143
60,15,232,182,145
60,16,235,192,149
60,17,234,191,148
60,18,233,190,147
60,19,232,189,146
60,20,232,189,146
60,21,233,188,146
60,22,234,189,147
60,23,234,189,148
60,24,223,178,137
60,25,226,178,138
60,26,226,178,138
60,27,226,178,138
60,28,227,179,141
60,29,227,179,141
60,30,227,179,141
60,31,227,179,141
60,32,224,182,140
60,33,223,181,141
60,34,224,182,142
60,35,222,183,144
60,36,220,182,145
60,37,220,182,146
60,38,221,183,147
60,39,220,182,146
60,40,215,177,141
60,41,209,169,134
60,42,211,168,133
60,43,222,178,141
60,44,231,183,145
60,45,226,177,137
60,46,220,171,131
60,47,220,168,128
60,48,200,169,149
60,49,165,133,112
60,50,167,132,110
60,51,187,151,127
60,52,177,141,115
60,53,164,129,107
60,54,157,129,108
60,55,145,122,106
60,56,137,119,107
60,57,129,112,104
60,58,131,114,106
60,59,143,123,112
60,60,149,123,106
60,61,156,121,99
60,62,181,140,112
60,63,212,167,136
60,64,216,174,134
60,65,217,175,135
60,66,226,184,144
60,67,243,199,160
60,68,190,147,105
60,69,213,170,128
60,70,214,170,131
60,71,198,154,115
60,72,172,129,94
60,73,227,187,152
60,74,202,163,130
60,75,225,188,159
60,76,252,218,191
60,77,213,181,156
60,78,152,122,98
60,79,189,158,137
61,0,233,191,149
61,1,230,188,146
61,2,225,183,141
61,3,221,179,137
61,4,218,180,135
61,5,220,182,137
61,6,224,186,141
61,7,226,188,143
61,8,226,188,143
61,9,228,187,143
61,10,228,186,144
61,11,229,186,144
61,12,230,185,144
61,13,230,185,146
61,14,232,184,146
61,15,232,184,146
61,16,235,192,149
61,17,234,191,148
61,18,231,188,145
61,19,229,186,143
61,20,228,185,143
61,21,228,185,143
61,22,231,186,145
61,23,232,187,146
61,24,225,180,141
61,25,225,180,141
61,26,225,180,141
61,27,224,178,142
61,28,225,177,141
61,29,225,177,141
61,30,224,176,140
61,31,224,176,140
61,32,223,185,140
61,33,218,181,136
61,34,222,185,141
61,35,222,187,145
61,36,218,183,141
61,37,219,186,145
61,38,222,188,150
61,39,220,185,147
61,40,205,170,132
61,41,207,169,130
61,42,216,177,136
61,43,228,186,144
61,44,229,186,143
61,45,222,175,131
61,46,216,169,125
61,47,218,170,124
61,48,202,171,150
61,49,165,133,112
61,50,164,130,105
61,51,181,145,121
61,52,173,137,111
61,53,166,131,109
61,54,161,133,112
61,55,146,123,107
61,56,154,136,124
61,57,144,130,121
61,58,148,131,123
61,59,157,137,126
61,60,158,132,115
61,61,158,123,101
61,62,175,136,107
61,63,201,158,126
61,64,218,176,136
61,65,223,181,141
61,66,212,170,130
61,67,222,178,139
61,68,226,183,141
61,69,228,185,143
61,70,201,157,118
61,71,191,147,108
61,72,231,188,153
61,73,171,131,96
61,74,217,178,145
61,75,208,171,142
61,76,232,198,171
61,77,217,185,160
61,78,177,147,123
61,79,181,150,129
62,0,235,192,150
62,1,230,187,145
62,2,223,181,139
62,3,218,176,134
62,4,216,178,133
62,5,219,181,136
62,6,223,185,140
62,7,226,189,144
62,8,226,187,144
62,9,226,187,144
62,10,226,187,144
62,11,228,186,146
62,12,229,185,146
62,13,229,185,148
62,14,230,184,148
62,15,230,184,148
62,16,235,192,149
62,17,232,189,146
62,18,228,185,143
62,19,225,182,140
62,20,223,180,138
62,21,224,181,139
62,22,226,182,143
62,23,228,184,145
62,24,229,183,147
62,25,228,182,146
62,26,226,180,146
62,27,224,178,144
62,28,222,176,142
62,29,220,174,140
62,30,218,172,139
62,31,217,171,138
62,32,217,183,135
62,33,212,178,130
62,34,217,183,137
62,35,219,187,140
62,36,213,180,135
62,37,216,185,141
62,38,221,190,146
62,39,215,184,140
62,40,205,172,129
62,41,202,168,123
62,42,208,171,127
62,43,218,180,135
62,44,222,179,134
62,45,216,172,125
62,46,214,168,119
62,47,216,170,120
62,48,207,176,155
62,49,171,139,118
62,50,167,133,108
62,51,180,144,118
62,52,175,139,113
62,53,173,138,116
62,54,169,141,120
62,55,151,128,112
62,56,155,137,125
62,57,143,129,120
62,58,144,130,121
62,59,153,135,123
62,60,156,130,115
62,61,157,125,102
62,62,180,140,114
62,63,208,165,133
62,64,212,170,130
62,65,201,159,119
62,66,233,191,151
62,67,233,189,150
62,68,215,172,130
62,69,222,179,137
62,70,239,195,156
62,71,199,155,116
62,72,237,194,159
62,73,205,165,130
62,74,212,173,140
62,75,225,188,159
62,76,186,152,125
62,77,185,153,128
62,78,141,111,87
62,79,157,126,105
63,0,235,192,150
63,1,230,187,145
63,2,223,182,138
63,3,217,176,132
63,4,214,176,131
63,5,218,180,135
63,6,222,185,141
63,7,226,189,145
63,8,225,188,144
63,9,225,188,144
63,10,226,187,146
63,11,228,186,146
63,12,228,186,148
63,13,229,185,148
63,14,229,185,148
63,15,230,184,150
63,16,234,191,149
63,17,231,188,146
63,18,226,183,141
63,19,222,179,137
63,20,220,177,135
63,21,221,177,138
63,22,224,180,141
63,23,226,182,145
63,24,230,186,149
63,25,229,185,150
63,26,227,181,147
63,27,224,178,144
63,28,221,175,142
63,29,218,172,139
63,30,216,170,137
63,31,214,168,135
63,32,214,181,130
63,33,206,174,123
63,34,212,180,131
63,35,215,185,135
63,36,209,178,131
63,37,213,182,136
63,38,219,188,142
63,39,212,181,135
63,40,212,181,135
63,41,198,166,119
63,42,191,157,111
63,43,204,166,119
63,44,217,177,126
63,45,217,175,125
63,46,211,168,117
63,47,210,164,112
63,48,213,182,161
63,49,176,144,123
63,50,170,136,111
63,51,183,147,121
63,52,178,142,116
63,53,179,144,122
63,54,176,148,127
63,55,157,134,118
63,56,154,136,126
63,57,142,128,119
63,58,142,128,119
63,59,154,136,124
63,60,163,137,122
63,61,173,141,120
63,62,204,164,138
63,63,237,193,164
63,64,199,157,117
63,65,239,197,157
63,66,245,203,163
63,67,203,159,120
63,68,238,195,153
63,69,225,182,140
63,70,222,178,139
63,71,218,174,135
63,72,238,195,160
63,73,206,166,131
63,74,184,145,112
63,75,217,180,151
63,76,167,133,106
63,77,164,132,107
63,78,237,207,183
63,79,211,180,159
64,0,231,187,148
64,1,230,186,147
64,2,227,183,144
64,3,225,181,142
64,4,224,180,141
64,5,225,181,142
64,6,227,183,144
64,7,229,185,146
64,8,231,187,148
64,9,230,186,147
64,10,230,186,147
64,11,229,185,146
64,12,228,184,145
64,13,227,183,144
64,14,226,182,143
64,15,226,182,143
64,16,220,176,137
64,17,223,179,140
64,18,225,181,142
64,19,223,179,140
64,20,218,174,135
64,21,216,172,133
64,22,218,174,135
64,23,221,177,138
64,24,229,185,146
64,25,229,185,146
64,26,228,184,145
64,27,227,183,144
64,28,226,182,143
64,29,226,182,143
64,30,225,181,142
64,31,225,181,142
64,32,217,173,134
64,33,219,175,136
64,34,219,175,136
64,35,216,172,133
64,36,213,169,130
64,37,213,169,130
64,38,218,174,135
64,39,224,180,141
64,40,233,189,150
64,41,230,186,147
64,42,226,182,143
64,43,221,177,138
64,44,217,173,134
64,45,216,172,133
64,46,216,172,133
64,47,216,172,133
64,48,218,186,161
64,49,178,148,124
64,50,173,143,119
64,51,180,152,130
64,52,161,136,116
64,53,154,131,113
64,54,160,139,122
64,55,152,131,114
64,56,158,139,124
64,57,143,124,109
64,58,150,129,112
64,59,157,136,119
64,60,158,135,117
64,61,143,120,102
64,62,143,118,98
64,63,185,160,140
64,64,231,195,159
64,65,221,185,149
64,66,210,172,136
64,67,199,161,124
64,68,177,137,101
64,69,246,206,170
64,70,205,162,127
64,71,241,198,163
64,72,203,163,128
64,73,209,168,136
64,74,188,149,118
64,75,242,205,176
64,76,124,90,63
64,77,212,180,155
64,78,170,138,115
64,79,156,126,102
65,0,232,188,149
65,1,230,186,147
65,2,227,183,144
65,3,225,181,142
65,4,224,180,141
65,5,226,182,143
65,6,228,184,145
65,7,229,185,146
65,8,231,187,148
65,9,231,187,148
65,10,230,186,147
65,11,229,185,146
65,12,228,184,145
65,13,227,183,144
65,14,227,183,144
65,15,226,182,143
65,16,221,177,138
65,17,224,180,141
65,18,226,182,143
65,19,223,179,140
65,20,219,175,136
65,21,216,172,133
65,22,218,174,135
65,23,221,177,138
65,24,229,185,146
65,25,229,185,146
65,26,228,184,145
65,27,227,183,144
65,28,226,182,143
65,29,225,181,142
65,30,225,181,142
65,31,224,180,141
65,32,222,178,139
65,33,224,180,141
65,34,223,179,140
65,35,220,176,137
65,36,215,171,132
65,37,215,171,132
65,38,220,176,137
65,39,225,181,142
65,40,233,189,150
65,41,231,187,148
65,42,227,183,144
65,43,223,179,140
65,44,221,177,138
65,45,221,177,138
65,46,222,178,139
65,47,223,179,140
65,48,218,186,161
65,49,177,147,123
65,50,163,133,109
65,51,168,140,118
65,52,160,135,115
65,53,155,132,114
65,54,156,135,118
65,55,150,129,112
65,56,162,143,128
65,57,137,118,103
65,58,134,113,96
65,59,140,119,102
65,60,153,130,112
65,61,150,127,109
65,62,155,130,110
65,63,194,169,149
65,64,224,188,152
65,65,239,203,167
65,66,226,188,152
65,67,210,172,135
65,68,203,163,127
65,69,191,151,115
65,70,208,165,130
65,71,246,203,168
65,72,198,158,123
65,73,194,153,121
65,74,170,131,100
65,75,204,167,138
65,76,174,140,113
65,77,255,224,199
65,78,208,176,153
65,79,163,133,109
66,0,232,188,149
66,1,230,186,147
66,2,228,184,145
66,3,226,182,143
66,4,225,181,142
66,5,226,182,143
66,6,228,184,145
66,7,230,186,147
66,8,232,188,149
66,9,231,187,148
66,10,231,187,148
66,11,230,186,147
66,12,229,185,146
66,13,228,184,145
66,14,227,183,144
66,15,227,183,144
66,16,222,178,139
66,17,225,181,142
66,18,227,183,144
66,19,224,180,141
66,20,220,176,137
66,21,217,173,134
66,22,219,175,136
66,23,222,178,139
66,24,228,184,145
66,25,228,184,145
66,26,227,183,144
66,27,227,183,144
66,28,226,182,143
66,29,225,181,142
66,30,224,180,141
66,31,224,180,141
66,32,227,183,144
66,33,228,184,145
66,34,227,183,144
66,35,222,178,139
66,36,217,173,134
66,37,216,172,133
66,38,220,176,137
66,39,224,180,141
66,40,230,186,147
66,41,229,185,146
66,42,226,182,143
66,43,224,180,141
66,44,224,180,141
66,45,226,182,143
66,46,228,184,145
66,47,230,186,147
66,48,214,182,157
66,49,180,150,126
66,50,157,127,103
66,51,156,128,106
66,52,158,133,113
66,53,152,129,111
66,54,150,129,112
66,55,155,134,117
66,56,161,142,127
66,57,140,121,106
66,58,136,115,98
66,59,140,119,102
66,60,153,130,112
66,61,152,129,111
66,62,155,130,110
66,63,191,166,146
66,64,212,176,140
66,65,206,170,134
66,66,209,171,135
66,67,198,160,123
66,68,234,194,158
66,69,183,143,107
66,70,209,166,131
66,71,235,192,157
66,72,204,164,129
66,73,210,169,137
66,74,201,162,131
66,75,196,159,130
66,76,186,152,125
66,77,226,194,169
66,78,209,177,154
66,79,202,172,148
67,0,233,189,150
67,1,231,187,148
67,2,228,184,145
67,3,226,182,143
67,4,226,182,143
67,5,227,183,144
67,6,229,185,146
67,7,231,187,148
67,8,233,189,150
67,9,232,188,149
67,10,231,187,148
67,11,231,187,148
67,12,230,186,147
67,13,229,185,146
67,14,228,184,145
67,15,228,184,145
67,16,223,179,140
67,17,226,182,143
67,18,228,184,145
67,19,225,181,142
67,20,221,177,138
67,21,218,174,135
67,22,220,176,137
67,23,224,180,141
67,24,228,184,145
67,25,227,183,144
67,26,227,183,144
67,27,226,182,143
67,28,225,181,142
67,29,224,180,141
67,30,223,179,140
67,31,223,179,140
67,32,226,182,143
67,33,227,183,144
67,34,225,181,142
67,35,220,176,137
67,36,215,171,132
67,37,213,169,130
67,38,216,172,133
67,39,221,177,138
67,40,224,180,141
67,41,223,179,140
67,42,222,178,139
67,43,221,177,138
67,44,223,179,140
67,45,226,182,143
67,46,229,185,146
67,47,232,188,149
67,48,212,180,155
67,49,186,156,132
67,50,157,127,103
67,51,152,124,102
67,52,160,135,115
67,53,151,128,110
67,54,148,127,110
67,55,164,143,126
67,56,157,138,123
67,57,151,132,117
67,58,160,139,122
67,59,160,139,122
67,60,160,137,119
67,61,148,125,107
67,62,145,120,100
67,63,178,153,133
67,64,245,209,173
67,65,197,161,125
67,66,215,177,141
67,67,186,148,111
67,68,207,167,131
67,69,191,151,115
67,70,200,157,122
67,71,230,187,152
67,72,213,173,138
67,73,209,168,136
67,74,199,160,129
67,75,204,167,138
67,76,171,137,110
67,77,194,162,137
67,78,194,162,139
67,79,230,200,176
68,0,234,190,151
68,1,232,188,149
68,2,229,185,146
68,3,227,183,144
68,4,227,183,144
68,5,228,184,145
68,6,230,186,147
68,7,232,188,149
68,8,233,189,150
68,9,233,189,150
68,10,232,188,149
68,11,231,187,148
68,12,230,186,147
68,13,230,186,147
68,14,229,185,146
68,15,228,184,145
68,16,224,180,141
68,17,227,183,144
68,18,229,185,146
68,19,227,183,144
68,20,222,178,139
68,21,220,176,137
68,22,222,178,139
68,23,225,181,142
68,24,227,183,144
68,25,227,183,144
68,26,226,182,143
68,27,225,181,142
68,28,224,180,141
68,29,223,179,140
68,30,222,178,139
68,31,222,178,139
68,32,220,176,137
68,33,221,177,138
68,34,220,176,137
68,35,216,172,133
68,36,210,166,127
68,37,209,165,126
68,38,213,169,130
68,39,218,174,135
68,40,218,174,135
68,41,217,173,134
68,42,216,172,133
68,43,216,172,133
68,44,218,174,135
68,45,222,178,139
68,46,226,182,143
68,47,229,185,146
68,48,218,186,161
68,49,189,159,135
68,50,152,122,98
68,51,149,121,99
68,52,169,144,124
68,53,163,140,122
68,54,152,131,114
68,55,165,144,127
68,56,160,141,126
68,57,158,139,124
68,58,168,147,130
68,59,165,144,127
68,60,164,141,123
68,61,154,131,113
68,62,149,124,104
68,63,177,152,132
68,64,242,206,170
68,65,201,165,129
68,66,217,179,143
68,67,224,186,149
68,68,218,178,142
68,69,232,192,156
68,70,217,174,139
68,71,193,150,115
68,72,206,166,131
68,73,197,156,124
68,74,188,149,118
68,75,252,215,186
68,76,220,186,159
68,77,255,233,208
68,78,216,184,161
68,79,210,180,156
69,0,235,191,152
69,1,233,189,150
69,2,230,186,147
69,3,228,184,145
69,4,227,183,144
69,5,229,185,146
69,6,231,187,148
69,7,232,188,149
69,8,234,190,151
69,9,234,190,151
69,10,233,189,150
69,11,232,188,149
69,12,231,187,148
69,13,230,186,147
69,14,230,186,147
69,15,229,185,146
69,16,225,181,142
69,17,228,184,145
69,18,230,186,147
69,19,228,184,145
69,20,223,179,140
69,21,221,177,138
69,22,223,179,140
69,23,226,182,143
69,24,226,182,143
69,25,226,182,143
69,26,225,181,142
69,27,224,180,141
69,28,223,179,140
69,29,222,178,139
69,30,222,178,139
69,31,221,177,138
69,32,213,169,130
69,33,215,171,132
69,34,215,171,132
69,35,212,168,129
69,36,209,165,126
69,37,209,165,126
69,38,215,171,132
69,39,220,176,137
69,40,217,173,134
69,41,216,172,133
69,42,215,171,132
69,43,214,170,131
69,44,216,172,133
69,45,219,175,136
69,46,223,179,140
69,47,225,181,142
69,48,222,190,165
69,49,185,155,131
69,50,147,117,93
69,51,150,122,100
69,52,175,150,130
69,53,172,149,131
69,54,156,135,118
69,55,158,137,120
69,56,165,146,131
69,57,155,136,121
69,58,155,134,117
69,59,151,130,113
69,60,161,138,120
69,61,165,142,124
69,62,162,137,117
69,63,186,161,141
69,64,199,163,127
69,65,220,184,148
69,66,223,185,149
69,67,241,203,166
69,68,204,164,128
69,69,202,162,126
